Complexity metrics,Wed, 3 Jun 2020 18:27:59 EEST
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.getLength()",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.getModel()",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.getPlate()",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.getPlateText()",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.getText()",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.getUserName()",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.setBrand(String)",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.setColour(String)",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.setIntentPlate(String)",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.setIntentUsername(String)",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.setInvisibility()",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.setLength(int)",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.setModel(String)",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.setPlate(String)",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.setPresenter(ViewOneVehiclePresenter)",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.setText(String)",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.showErrorMessage(String,String)",1,1,1
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub.successfullyFinishActivity(String)",1,1,1
"com.example.parking.ui.viewUser.UserProfile.addClickListeners()",1,1,1
"com.example.parking.ui.viewUser.UserProfile.getCredits()",1,1,1
"com.example.parking.ui.viewUser.UserProfile.getEmail()",1,1,1
"com.example.parking.ui.viewUser.UserProfile.getErrorMessage()",1,1,1
"com.example.parking.ui.viewUser.UserProfile.getErrorTitle()",1,1,1
"com.example.parking.ui.viewUser.UserProfile.getFinishMessage()",1,1,1
"com.example.parking.ui.viewUser.UserProfile.getFirstName()",1,1,1
"com.example.parking.ui.viewUser.UserProfile.getIntentUsername()",1,1,1
"com.example.parking.ui.viewUser.UserProfile.getLastName()",1,1,1
"com.example.parking.ui.viewUser.UserProfile.getPhone()",1,1,1
"com.example.parking.ui.viewUser.UserProfile.getStreet()",1,1,1
"com.example.parking.ui.viewUser.UserProfile.getStreetNo()",1,1,1
"com.example.parking.ui.viewUser.UserProfile.getUserName()",1,2,2
"com.example.parking.ui.viewUser.UserProfile.getUsername()",1,2,2
"com.example.parking.ui.viewUser.UserProfile.getZip()",1,1,1
"com.example.parking.ui.viewUser.UserProfile.onCreate(Bundle)",1,1,1
"com.example.parking.ui.viewUser.UserProfile.setCredits(int)",1,1,1
"com.example.parking.ui.viewUser.UserProfile.setEmail(String)",1,1,1
"com.example.parking.ui.viewUser.UserProfile.setFirstName(String)",1,1,1
"com.example.parking.ui.viewUser.UserProfile.setIntentUsername(String)",1,1,1
"com.example.parking.ui.viewUser.UserProfile.setLastName(String)",1,1,1
"com.example.parking.ui.viewUser.UserProfile.setPhone(String)",1,1,1
"com.example.parking.ui.viewUser.UserProfile.setStreet(String)",1,1,1
"com.example.parking.ui.viewUser.UserProfile.setStreetNo(String)",1,1,1
"com.example.parking.ui.viewUser.UserProfile.setZip(String)",1,1,1
"com.example.parking.ui.viewUser.UserProfile.showErrorMessage(String,String)",1,1,1
"com.example.parking.ui.viewUser.UserProfile.successfullyFinishActivity(String)",1,1,1
"com.example.parking.ui.viewUser.UserProfilePresenter.UserProfilePresenter(UserProfileView,UserDAO)",1,1,1
"com.example.parking.ui.viewUser.UserProfilePresenter.setFields()",1,1,1
"com.example.parking.ui.viewUser.UserProfilePresenter.update()",1,14,14
"com.example.parking.ui.viewUserTest.ViewUserPresenterTest.editUser()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserPresenterTest.setup()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.ViewUserViewStub()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.getCredits()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.getEmail()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.getErrorMessage()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.getErrorTitle()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.getFinishMessage()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.getFirstName()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.getIntentUsername()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.getLastName()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.getPhone()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.getStreet()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.getStreetNo()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.getUsername()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.getZip()",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.setCredits(int)",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.setEmail(String)",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.setFirstName(String)",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.setIntentUsername(String)",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.setLastName(String)",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.setPhone(String)",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.setPresenter(UserProfilePresenter)",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.setStreet(String)",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.setStreetNo(String)",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.setZip(String)",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.showErrorMessage(String,String)",1,1,1
"com.example.parking.ui.viewUserTest.ViewUserViewStub.successfullyFinishActivity(String)",1,1,1
"com.example.parking.ui.viewVehicles.ViewVehicles.getIntentUsername()",1,1,1
"com.example.parking.ui.viewVehicles.ViewVehicles.getUserName()",1,2,2
"com.example.parking.ui.viewVehicles.ViewVehicles.onActivityResult(int,int,Intent)",1,3,5
"com.example.parking.ui.viewVehicles.ViewVehicles.onCreate(Bundle)",1,1,1
"com.example.parking.ui.viewVehicles.ViewVehicles.setIntentUsername(String)",1,1,1
"com.example.parking.ui.viewVehicles.ViewVehicles.setVehicleOnClickListener(Button,Vehicle)",1,1,1
"com.example.parking.ui.viewVehicles.ViewVehicles.showVehicles(ArrayList<Vehicle>)",1,2,2
"com.example.parking.ui.viewVehicles.ViewVehicles.viewOneVehicle(Vehicle)",1,1,1
"com.example.parking.ui.viewVehicles.ViewVehiclesPresenter.ViewVehiclesPresenter(ViewVehiclesView,UserDAO)",1,1,1
"com.example.parking.ui.viewVehicles.ViewVehiclesPresenter.showVehicles()",1,1,1
"com.example.parking.ui.viewVehicles.ViewVehiclesPresenter.viewOneVehicle(Vehicle)",1,1,1
"com.example.parking.ui.viewVehiclesTest.ViewVehiclesViewStub.ViewVehiclesViewStub()",1,1,1
"com.example.parking.ui.viewVehiclesTest.ViewVehiclesViewStub.getIntentUsername()",1,1,1
"com.example.parking.ui.viewVehiclesTest.ViewVehiclesViewStub.getTimesClickedItem(int)",1,2,2
"com.example.parking.ui.viewVehiclesTest.ViewVehiclesViewStub.getUserName()",1,1,1
"com.example.parking.ui.viewVehiclesTest.ViewVehiclesViewStub.setIntentUsername(String)",1,1,1
"com.example.parking.ui.viewVehiclesTest.ViewVehiclesViewStub.setPresenter(ViewVehiclesPresenter)",1,1,1
"com.example.parking.ui.viewVehiclesTest.ViewVehiclesViewStub.showVehicles(ArrayList<Vehicle>)",1,3,3
"com.example.parking.ui.viewVehiclesTest.ViewVehiclesViewStub.viewOneVehicle(Vehicle)",3,3,4
"com.example.parking.ui.viewVehiclesTest.viewVehiclesPresenterTest.setup()",1,1,1
"com.example.parking.ui.viewVehiclesTest.viewVehiclesPresenterTest.test()",1,1,1
"com.example.parking.util.Amount.Amount()",1,1,1
"com.example.parking.util.Amount.Amount(Currency,BigDecimal)",1,1,1
"com.example.parking.util.Amount.getAmountToConvert()",1,1,1
"com.example.parking.util.Amount.getCurrency()",1,1,1
"com.example.parking.util.Amount.setAmountToConvert(BigDecimal)",1,1,1
"com.example.parking.util.Amount.setCurrency(Currency)",1,1,1
"com.example.parking.util.AmountTest.FullConTest()",1,1,1
"com.example.parking.util.AmountTest.getAmountTest()",1,1,1
"com.example.parking.util.AmountTest.getCurrencyTest()",1,1,1
"com.example.parking.util.AmountTest.setup()",1,1,1
"com.example.parking.util.Credits.Credits()",1,1,1
"com.example.parking.util.Credits.Credits(int)",1,1,1
"com.example.parking.util.Credits.addCredits(int)",1,1,1
"com.example.parking.util.Credits.getPoints()",1,1,1
"com.example.parking.util.Credits.removeCredits(int)",2,1,2
"com.example.parking.util.Credits.setPoints(int)",1,1,1
"com.example.parking.util.CreditsTest.FullConTest()",1,1,1
"com.example.parking.util.CreditsTest.addCreditsTest()",1,1,1
"com.example.parking.util.CreditsTest.removeInvalidCreditsTest()",1,1,1
"com.example.parking.util.CreditsTest.removeValidCreditsTest()",1,1,1
"com.example.parking.util.CreditsTest.setup()",1,1,1
"com.example.parking.util.Currency.Currency()",1,1,1
"com.example.parking.util.Currency.Currency(BigDecimal,CurrencyEnum)",1,1,1
"com.example.parking.util.Currency.getAmount()",1,1,1
"com.example.parking.util.Currency.getCurrency()",1,1,1
"com.example.parking.util.Currency.setAmount(BigDecimal)",1,1,1
"com.example.parking.util.Currency.setCurrency(CurrencyEnum)",1,1,1
"com.example.parking.util.Currency.toString()",1,1,1
"com.example.parking.util.CurrencyTest.FullConTest()",1,1,1
"com.example.parking.util.CurrencyTest.getAmountTest()",1,1,1
"com.example.parking.util.CurrencyTest.getCurrency()",1,1,1
"com.example.parking.util.CurrencyTest.setup()",1,1,1
"com.example.parking.util.CurrencyTest.toStringTest()",1,1,1
"com.example.parking.util.DurationSpecifier.DurationSpecifier(Button[],TextView[],Context)",1,1,1
"com.example.parking.util.DurationSpecifier.addListenerToDateTimeBtn(Button,pressedButtonType)",1,1,1
"com.example.parking.util.DurationSpecifier.getTimeRange()",1,1,1
"com.example.parking.util.DurationSpecifier.onDateSet(DatePicker,int,int,int)",1,1,1
"com.example.parking.util.DurationSpecifier.onTimeSet(TimePicker,int,int)",3,3,4
"com.example.parking.util.DurationSpecifier.updateTimeRange(LocalDateTime,LocalDateTime)",1,3,4
"com.example.parking.util.Pin.Pin()",1,1,1
"com.example.parking.util.Pin.Pin(int)",1,1,1
"com.example.parking.util.Pin.createPin()",1,1,1
"com.example.parking.util.Pin.getPin()",1,1,1
"com.example.parking.util.Pin.setPin(int)",1,1,2
"com.example.parking.util.PinTest.FullConTest()",1,1,1
"com.example.parking.util.PinTest.setCorrectPinTest()",1,1,1
"com.example.parking.util.PinTest.setIncorrectPinTest()",1,1,1
"com.example.parking.util.PinTest.setup()",1,1,1
"com.example.parking.util.TimeRange.TimeRange(LocalDateTime,LocalDateTime)",1,1,1
"com.example.parking.util.TimeRange.TimeRange(LocalDateTime,long)",1,1,1
"com.example.parking.util.TimeRange.TimeRange(long)",1,1,1
"com.example.parking.util.TimeRange.addMinutes(LocalDateTime,long)",1,1,1
"com.example.parking.util.TimeRange.containsDateTime(LocalDateTime)",1,2,2
"com.example.parking.util.TimeRange.containsRange(TimeRange)",1,2,2
"com.example.parking.util.TimeRange.getDifference()",1,1,1
"com.example.parking.util.TimeRange.getDifference(LocalDateTime,LocalDateTime)",1,1,1
"com.example.parking.util.TimeRange.getFrom()",1,1,1
"com.example.parking.util.TimeRange.getTo()",1,1,1
"com.example.parking.util.TimeRange.setFrom(LocalDateTime)",1,1,1
"com.example.parking.util.TimeRange.setTo(LocalDateTime)",1,1,1
"com.example.parking.util.TimeRange.toString()",1,1,1
"com.example.parking.util.TimeRangeTest.FullConTest()",1,1,1
"com.example.parking.util.TimeRangeTest.addMinutesTest()",1,1,1
"com.example.parking.util.TimeRangeTest.containsDateTime()",1,1,1
"com.example.parking.util.TimeRangeTest.containsRange()",1,1,1
"com.example.parking.util.TimeRangeTest.differenceTest()",1,1,1
"com.example.parking.util.TimeRangeTest.getFromTest()",1,1,1
"com.example.parking.util.TimeRangeTest.setUp()",1,1,1
"com.example.parking.util.TimeRangeTest.toStringTest()",1,1,1
"com.example.parking.util.ZipCode.ZipCode()",1,1,1
"com.example.parking.util.ZipCode.ZipCode(int)",1,1,1
"com.example.parking.util.ZipCode.equals(Object)",3,2,4
"com.example.parking.util.ZipCode.getZip()",1,1,1
"com.example.parking.util.ZipCode.setZip(int)",1,1,2
"com.example.parking.util.ZipCode.toString()",1,1,1
"com.example.parking.util.ZipCodeTest.FullConTest()",1,1,1
"com.example.parking.util.ZipCodeTest.equalsTest()",1,1,1
"com.example.parking.util.ZipCodeTest.setCorrectZipTest()",1,1,1
"com.example.parking.util.ZipCodeTest.setIncorrectZipTest()",1,1,1
"com.example.parking.util.ZipCodeTest.setup()",1,1,1
"com.example.parking.util.ZipCodeTest.toStringTest()",1,1,1

Class,OCavg,WMC
"com.example.parking.ExampleInstrumentedTest",1.00,1
"com.example.parking.domain.Address",1.00,9
"com.example.parking.domain.AddressTest",1.00,4
"com.example.parking.domain.ParkingRequest",1.36,19
"com.example.parking.domain.ParkingRequestTest",1.00,15
"com.example.parking.domain.ParkingSpace",1.05,20
"com.example.parking.domain.ParkingSpaceTest",1.00,19
"com.example.parking.domain.Rating",1.00,11
"com.example.parking.domain.RatingTest",1.00,4
"com.example.parking.domain.User",1.34,43
"com.example.parking.domain.UserTest",1.00,40
"com.example.parking.domain.Vehicle",1.33,20
"com.example.parking.domain.VehicleTest",1.00,12
"com.example.parking.memorydao.MemoryInitializer",1.67,10
"com.example.parking.memorydao.ParkingRequestDAOMemory",1.75,7
"com.example.parking.memorydao.ParkingSpaceDAOMemory",2.00,10
"com.example.parking.memorydao.RatingDAOMemory",2.00,10
"com.example.parking.memorydao.UserDAOMemory",3.11,28
"com.example.parking.ui.findParking.FindParking",1.46,19
"com.example.parking.ui.findParking.FindParkingPresenter",2.33,7
"com.example.parking.ui.findParkingTest.FindParkingPresenterTest",1.00,4
"com.example.parking.ui.findParkingTest.FindParkingViewStub",1.11,10
"com.example.parking.ui.homeScreenTest.HomeScreenPresenterTest",1.57,11
"com.example.parking.ui.homeScreenTest.HomeScreenPresenterViewStub",1.00,13
"com.example.parking.ui.homescreen.HomeScreenActivity",1.25,15
"com.example.parking.ui.homescreen.HomeScreenPresenter",1.33,8
"com.example.parking.ui.login.LoginPresenter",1.50,6
"com.example.parking.ui.login.MainActivity",1.10,11
"com.example.parking.ui.loginTest.LoginPresenterTest",1.00,5
"com.example.parking.ui.loginTest.LoginPresenterViewStub",1.00,9
"com.example.parking.ui.newParking.NewParkingPresenter",1.67,5
"com.example.parking.ui.newParking.NewParkingSpace",1.47,28
"com.example.parking.ui.newParkingTest.NewParkingPresenterTest",1.00,2
"com.example.parking.ui.newParkingTest.NewParkingViewStub",1.00,17
"com.example.parking.ui.notifications.Notifications",1.53,26
"com.example.parking.ui.notifications.NotificationsPresenter",1.60,8
"com.example.parking.ui.notificationsTest.NotificationsPresenterTest",1.00,4
"com.example.parking.ui.notificationsTest.NotificationsViewStub",1.50,12
"com.example.parking.ui.showParkingSpace.ShowParkingPresenter",1.00,2
"com.example.parking.ui.showParkingSpace.ShowParkingSpace",1.27,14
"com.example.parking.ui.showParkingSpaceTest.ShowParkingSpacePresenterTest",1.00,2
"com.example.parking.ui.showParkingSpaceTest.ShowParkingSpaceViewStub",1.00,5
"com.example.parking.ui.signup.SignUp",1.64,23
"com.example.parking.ui.signup.SignUpPresenter",2.36,26
"com.example.parking.ui.signupTest.SignUpPresenterTest",1.00,2
"com.example.parking.ui.signupTest.SignUpViewStub",1.00,25
"com.example.parking.ui.viewOneVehicle.ViewOneVehicle",1.36,45
"com.example.parking.ui.viewOneVehicle.ViewOneVehiclePresenter",2.71,19
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehiclePresenterTest",1.00,3
"com.example.parking.ui.viewOneVehicleTest.ViewOneVehicleViewStub",1.00,26
"com.example.parking.ui.viewUser.UserProfile",1.07,31
"com.example.parking.ui.viewUser.UserProfilePresenter",3.67,11
"com.example.parking.ui.viewUserTest.ViewUserPresenterTest",1.00,2
"com.example.parking.ui.viewUserTest.ViewUserViewStub",1.00,26
"com.example.parking.ui.viewVehicles.ViewVehicles",1.40,14
"com.example.parking.ui.viewVehicles.ViewVehiclesPresenter",1.00,3
"com.example.parking.ui.viewVehiclesTest.ViewVehiclesViewStub",1.75,14
"com.example.parking.ui.viewVehiclesTest.viewVehiclesPresenterTest",1.00,2
"com.example.parking.util.Amount",1.00,6
"com.example.parking.util.AmountTest",1.00,4
"com.example.parking.util.Colour",n/a,0
"com.example.parking.util.Credits",1.17,7
"com.example.parking.util.CreditsTest",1.00,5
"com.example.parking.util.Currency",1.00,7
"com.example.parking.util.CurrencyEnum",n/a,0
"com.example.parking.util.CurrencyTest",1.00,5
"com.example.parking.util.DurationSpecifier",2.00,12
"com.example.parking.util.DurationSpecifier.pressedButtonType",n/a,0
"com.example.parking.util.Pin",1.20,6
"com.example.parking.util.PinTest",1.00,4
"com.example.parking.util.TimeRange",1.00,13
"com.example.parking.util.TimeRangeTest",1.00,8
"com.example.parking.util.ZipCode",1.50,9
"com.example.parking.util.ZipCodeTest",1.00,6

Package,v(G)avg,v(G)tot
"com.example.parking",1.00,1
"com.example.parking.domain",1.13,219
"com.example.parking.memorydao",2.24,65
"com.example.parking.ui.findParking",1.71,24
"com.example.parking.ui.findParkingTest",1.08,14
"com.example.parking.ui.homeScreenTest",1.20,24
"com.example.parking.ui.homescreen",1.43,20
"com.example.parking.ui.login",1.36,15
"com.example.parking.ui.loginTest",1.00,14
"com.example.parking.ui.newParking",1.71,36
"com.example.parking.ui.newParkingTest",1.00,19
"com.example.parking.ui.notifications",2.17,26
"com.example.parking.ui.notificationsTest",1.33,16
"com.example.parking.ui.showParkingSpace",1.33,12
"com.example.parking.ui.showParkingSpaceTest",1.00,7
"com.example.parking.ui.signup",2.33,56
"com.example.parking.ui.signupTest",1.00,27
"com.example.parking.ui.viewOneVehicle",1.83,66
"com.example.parking.ui.viewOneVehicleTest",1.00,29
"com.example.parking.ui.viewUser",1.50,45
"com.example.parking.ui.viewUserTest",1.00,28
"com.example.parking.ui.viewVehicles",1.55,17
"com.example.parking.ui.viewVehiclesTest",1.60,16
"com.example.parking.util",1.17,95

Module,v(G)avg,v(G)tot
"app",1.34,891

Project,v(G)avg,v(G)tot
"project",1.34,891

